python-dotenv could not parse statement starting at line 14
python-dotenv could not parse statement starting at line 14
== Cloudinary migration  ==
2026-04-28 19:37:31,286 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=1a093bb5-380a-449a-a460-c8bb128a90f5): General Error
2026-04-28 19:37:33,034 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=1a093bb5-380a-449a-a460-c8bb128a90f5): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/1a093bb5-380a-449a-a460-c8bb128a90f5] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:35,333 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=01101d1a-9a74-4a79-9131-774bb47e9628): General Error
2026-04-28 19:37:36,406 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=01101d1a-9a74-4a79-9131-774bb47e9628): General Error
2026-04-28 19:37:38,141 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=01101d1a-9a74-4a79-9131-774bb47e9628): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/01101d1a-9a74-4a79-9131-774bb47e9628] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:40,402 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=3f250c30-21a4-4e83-909b-5c1861254399): General Error
2026-04-28 19:37:41,474 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=3f250c30-21a4-4e83-909b-5c1861254399): General Error
2026-04-28 19:37:43,206 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=3f250c30-21a4-4e83-909b-5c1861254399): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/3f250c30-21a4-4e83-909b-5c1861254399] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:46,125 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=173d9da4-64c9-42d9-8b1f-b0a88bbd394e): General Error
2026-04-28 19:37:47,355 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=173d9da4-64c9-42d9-8b1f-b0a88bbd394e): General Error
2026-04-28 19:37:49,006 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=173d9da4-64c9-42d9-8b1f-b0a88bbd394e): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/173d9da4-64c9-42d9-8b1f-b0a88bbd394e] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:51,427 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=43b78fe6-ff48-4b3a-aa17-c850cde63d15): General Error
2026-04-28 19:37:52,516 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=43b78fe6-ff48-4b3a-aa17-c850cde63d15): General Error
2026-04-28 19:37:54,235 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=43b78fe6-ff48-4b3a-aa17-c850cde63d15): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/43b78fe6-ff48-4b3a-aa17-c850cde63d15] → HTTPException: 502: Storage upload failed
2026-04-28 19:37:56,470 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5a7d714d-ad6a-49ac-a78b-653bccd1860b): General Error
2026-04-28 19:37:57,614 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5a7d714d-ad6a-49ac-a78b-653bccd1860b): General Error
2026-04-28 19:37:59,256 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5a7d714d-ad6a-49ac-a78b-653bccd1860b): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/5a7d714d-ad6a-49ac-a78b-653bccd1860b] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:01,476 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=ba9f00ff-6534-4db8-9d0a-f5d82ab7b2f7): General Error
2026-04-28 19:38:02,974 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=ba9f00ff-6534-4db8-9d0a-f5d82ab7b2f7): General Error
2026-04-28 19:38:04,783 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=ba9f00ff-6534-4db8-9d0a-f5d82ab7b2f7): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/ba9f00ff-6534-4db8-9d0a-f5d82ab7b2f7] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:07,299 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=18123f2f-2d14-4cca-8dc7-b27465d8a8e1): General Error
2026-04-28 19:38:08,601 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=18123f2f-2d14-4cca-8dc7-b27465d8a8e1): General Error
2026-04-28 19:38:10,550 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=18123f2f-2d14-4cca-8dc7-b27465d8a8e1): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/18123f2f-2d14-4cca-8dc7-b27465d8a8e1] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:12,822 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=94c40d9b-34b9-4eb6-8862-b46cf4f2c5c2): General Error
2026-04-28 19:38:13,968 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=94c40d9b-34b9-4eb6-8862-b46cf4f2c5c2): General Error
2026-04-28 19:38:15,788 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=94c40d9b-34b9-4eb6-8862-b46cf4f2c5c2): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/94c40d9b-34b9-4eb6-8862-b46cf4f2c5c2] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:18,203 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5c67e499-7657-4764-9c4d-770901fb415e): General Error
2026-04-28 19:38:19,225 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5c67e499-7657-4764-9c4d-770901fb415e): General Error
2026-04-28 19:38:20,836 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=5c67e499-7657-4764-9c4d-770901fb415e): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/5c67e499-7657-4764-9c4d-770901fb415e] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:23,075 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=e5e6c84e-73be-47a7-83f1-153bea763068): General Error
2026-04-28 19:38:24,139 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=e5e6c84e-73be-47a7-83f1-153bea763068): General Error
2026-04-28 19:38:25,923 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=e5e6c84e-73be-47a7-83f1-153bea763068): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/e5e6c84e-73be-47a7-83f1-153bea763068] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:30,211 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=6b3e0be6-0b3e-420d-906d-ecfd4bb41cc8): General Error
2026-04-28 19:38:31,247 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=6b3e0be6-0b3e-420d-906d-ecfd4bb41cc8): General Error
2026-04-28 19:38:33,040 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=6b3e0be6-0b3e-420d-906d-ecfd4bb41cc8): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/6b3e0be6-0b3e-420d-906d-ecfd4bb41cc8] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:35,450 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=c7dfc00c-3a98-4254-a9fd-2fa9e52807c8): General Error
2026-04-28 19:38:36,543 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=c7dfc00c-3a98-4254-a9fd-2fa9e52807c8): General Error
2026-04-28 19:38:38,144 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=c7dfc00c-3a98-4254-a9fd-2fa9e52807c8): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/c7dfc00c-3a98-4254-a9fd-2fa9e52807c8] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:40,421 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=2bd6af2e-4612-40cf-a7c5-d83cf2b04ca3): General Error
2026-04-28 19:38:41,727 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=2bd6af2e-4612-40cf-a7c5-d83cf2b04ca3): General Error
2026-04-28 19:38:44,378 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=2bd6af2e-4612-40cf-a7c5-d83cf2b04ca3): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/2bd6af2e-4612-40cf-a7c5-d83cf2b04ca3] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:46,706 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8c52f62e-064e-4600-be4d-3a99b2b8fdda): General Error
2026-04-28 19:38:47,768 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8c52f62e-064e-4600-be4d-3a99b2b8fdda): General Error
2026-04-28 19:38:49,523 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8c52f62e-064e-4600-be4d-3a99b2b8fdda): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/8c52f62e-064e-4600-be4d-3a99b2b8fdda] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:52,225 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=bbbc7a77-89a0-42e1-bdaa-b3ee056db9df): General Error
2026-04-28 19:38:53,332 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=bbbc7a77-89a0-42e1-bdaa-b3ee056db9df): General Error
2026-04-28 19:38:54,982 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=bbbc7a77-89a0-42e1-bdaa-b3ee056db9df): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/bbbc7a77-89a0-42e1-bdaa-b3ee056db9df] → HTTPException: 502: Storage upload failed
2026-04-28 19:38:57,259 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=3141d71e-e159-43e2-96a6-2a2725cb2ac2): General Error
2026-04-28 19:38:58,406 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=3141d71e-e159-43e2-96a6-2a2725cb2ac2): General Error
2026-04-28 19:39:00,114 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=3141d71e-e159-43e2-96a6-2a2725cb2ac2): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/3141d71e-e159-43e2-96a6-2a2725cb2ac2] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:02,658 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=6cddf738-01ce-4071-a158-7fca4651c423): General Error
2026-04-28 19:39:03,739 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=6cddf738-01ce-4071-a158-7fca4651c423): General Error
2026-04-28 19:39:05,417 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=6cddf738-01ce-4071-a158-7fca4651c423): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/6cddf738-01ce-4071-a158-7fca4651c423] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:07,683 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=ddfe5cb1-db8a-4561-8f69-3f0a72bd0a93): General Error
2026-04-28 19:39:09,130 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=ddfe5cb1-db8a-4561-8f69-3f0a72bd0a93): General Error
2026-04-28 19:39:11,127 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=ddfe5cb1-db8a-4561-8f69-3f0a72bd0a93): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/ddfe5cb1-db8a-4561-8f69-3f0a72bd0a93] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:14,814 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8cbc4613-3698-4c03-9674-22475dc33b21): General Error
2026-04-28 19:39:15,905 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8cbc4613-3698-4c03-9674-22475dc33b21): General Error
2026-04-28 19:39:17,880 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8cbc4613-3698-4c03-9674-22475dc33b21): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/8cbc4613-3698-4c03-9674-22475dc33b21] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:20,548 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=e005c339-3fe3-4efa-9d07-39c231e49f20): General Error
2026-04-28 19:39:21,807 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=e005c339-3fe3-4efa-9d07-39c231e49f20): General Error
2026-04-28 19:39:23,461 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=e005c339-3fe3-4efa-9d07-39c231e49f20): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/e005c339-3fe3-4efa-9d07-39c231e49f20] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:25,743 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=28633ce0-d923-4b59-8da8-0dc23608033e): General Error
2026-04-28 19:39:26,937 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=28633ce0-d923-4b59-8da8-0dc23608033e): General Error
2026-04-28 19:39:29,040 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=28633ce0-d923-4b59-8da8-0dc23608033e): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/28633ce0-d923-4b59-8da8-0dc23608033e] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:31,341 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=0d677868-61b4-404c-b902-21751abd0477): General Error
2026-04-28 19:39:32,475 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=0d677868-61b4-404c-b902-21751abd0477): General Error
2026-04-28 19:39:34,294 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=0d677868-61b4-404c-b902-21751abd0477): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/0d677868-61b4-404c-b902-21751abd0477] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:36,714 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=dd3898ac-d958-4616-9994-49f9ea2bc5b5): General Error
2026-04-28 19:39:37,849 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=dd3898ac-d958-4616-9994-49f9ea2bc5b5): General Error
2026-04-28 19:39:39,922 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=dd3898ac-d958-4616-9994-49f9ea2bc5b5): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/dd3898ac-d958-4616-9994-49f9ea2bc5b5] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:42,426 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=fa71b838-585b-4f6f-9b8b-286ea7abbaa6): General Error
2026-04-28 19:39:43,733 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=fa71b838-585b-4f6f-9b8b-286ea7abbaa6): General Error
2026-04-28 19:39:45,422 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=fa71b838-585b-4f6f-9b8b-286ea7abbaa6): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/fa71b838-585b-4f6f-9b8b-286ea7abbaa6] → HTTPException: 502: Storage upload failed
2026-04-28 19:39:48,208 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8c8bd28d-bca6-4241-8241-868d59b04582): General Error
2026-04-28 19:39:49,271 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8c8bd28d-bca6-4241-8241-868d59b04582): General Error
2026-04-28 19:39:51,408 - ERROR - Cloudinary upload failed (folder=talentgram/applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d pid=8c8bd28d-bca6-4241-8241-868d59b04582): General Error
FAILED:  [applications/23aec6d4-6187-4dc7-ab2c-6606007a5e9d/8c8bd28d-bca6-4241-8241-868d59b04582] → HTTPException: 502: Storage upload failed
SUCCESS: [projects/cd3d9ac1-9a70-4c24-9af6-9f2beb163b22/af78dfa6-644a-49c5-84d4-d6fa88739295] → https://res.cloudinary.com/talentgram/video/upload/v1777405193/talentgram/projects/cd3d9ac1-9a70-4c24-9af6-9f2beb163b22/af78dfa6-644a-49c5-84d4-d6fa88739295.ogg
SUCCESS: [projects/cd3d9ac1-9a70-4c24-9af6-9f2beb163b22/baa1240c-dcf1-4c94-9369-76f80b77ddf4] → https://res.cloudinary.com/talentgram/image/upload/v1777405194/talentgram/projects/cd3d9ac1-9a70-4c24-9af6-9f2beb163b22/baa1240c-dcf1-4c94-9369-76f80b77ddf4.jpg
SUCCESS: [projects/5d3de087-a8b0-4cae-bc21-2e5537dbb3bc/a257d01b-789f-4281-8448-c148255eb307] → https://res.cloudinary.com/talentgram/image/upload/v1777405195/talentgram/projects/5d3de087-a8b0-4cae-bc21-2e5537dbb3bc/a257d01b-789f-4281-8448-c148255eb307.png

================ SUMMARY ================
Total scanned: 252
Migrated:      3
Skipped:       146
Failed:        103
Mode:          LIVE
=========================================
